Customer_ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Segment
CUST8733,403,2,493.27,3,1,1,311,5,At Risk
CUST8734,159,1,75.83,4,1,1,411,6,At Risk
CUST8735,52,3,1010.9300000000001,5,2,1,521,8,Potential
CUST8736,13,3,1157.1699999999998,5,2,1,521,8,Potential
CUST8737,582,1,1334.84,2,1,1,211,4,At Risk
CUST8738,15,1,25.61,5,1,1,511,7,Potential
CUST8739,532,1,551.62,2,1,1,211,4,At Risk
CUST8740,347,3,236.74,3,2,1,321,6,At Risk
CUST8741,82,2,64.67,5,1,1,511,7,Potential
CUST8742,654,2,1361.7,1,1,1,111,3,At Risk
CUST8743,136,2,3629.52,5,1,2,512,8,Potential
CUST8744,616,1,877.81,1,1,1,111,3,At Risk
CUST8745,49,1,8.05,5,1,1,511,7,Potential
CUST8747,11,1,16.93,5,1,1,511,7,Potential
CUST8748,502,1,57.43,2,1,1,211,4,At Risk
CUST8749,400,1,143.45,3,1,1,311,5,At Risk
CUST8750,531,1,102.71000000000001,2,1,1,211,4,At Risk
CUST8751,158,1,862.06,4,1,1,411,6,At Risk
CUST8753,411,1,302.69,3,1,1,311,5,At Risk
CUST8754,19,3,281.24,5,2,1,521,8,Potential
CUST8755,262,2,873.1800000000001,4,1,1,411,6,At Risk
CUST8756,113,2,2882.26,5,1,2,512,8,Potential
CUST8757,212,5,5138.47,4,3,3,433,10,Loyal
CUST8759,287,4,749.95,4,2,1,421,7,Potential
CUST8761,14,1,73.09,5,1,1,511,7,Potential
CUST8762,38,2,986.25,5,1,1,511,7,Potential
CUST8763,67,4,6000.4,5,2,3,523,10,Loyal
CUST8764,63,3,2456.56,5,2,2,522,9,Potential
CUST8765,481,3,400.23,2,2,1,221,5,At Risk
CUST8766,159,1,1268.0800000000002,4,1,1,411,6,At Risk
CUST8767,9,3,7046.02,5,2,4,524,11,Loyal
CUST8768,43,5,6404.2,5,3,3,533,11,Loyal
CUST8771,22,2,932.6700000000001,5,1,1,511,7,Potential
CUST8772,248,2,697.42,4,1,1,411,6,At Risk
CUST8773,48,2,183.01000000000002,5,1,1,511,7,Potential
CUST8774,365,1,56.66,3,1,1,311,5,At Risk
CUST8775,60,2,2418.94,5,1,2,512,8,Potential
CUST8776,90,3,1284.9099999999999,5,2,1,521,8,Potential
CUST8777,210,4,1679.19,4,2,1,421,7,Potential
CUST8778,675,1,1116.02,1,1,1,111,3,At Risk
CUST8779,170,2,328.25,4,1,1,411,6,At Risk
CUST8780,176,2,1270.31,4,1,1,411,6,At Risk
CUST8781,388,4,651.83,3,2,1,321,6,At Risk
CUST8783,177,2,921.5,4,1,1,411,6,At Risk
CUST8784,36,4,3294.46,5,2,2,522,9,Potential
CUST8785,87,1,13.48,5,1,1,511,7,Potential
CUST8786,416,1,996.9,3,1,1,311,5,At Risk
CUST8787,57,2,1223.0900000000001,5,1,1,511,7,Potential
CUST8789,517,1,8.7,2,1,1,211,4,At Risk
CUST8790,87,4,629.47,5,2,1,521,8,Potential
CUST8793,118,2,1486.4099999999999,5,1,1,511,7,Potential
CUST8794,249,3,714.37,4,2,1,421,7,Potential
CUST8795,47,1,285.86,5,1,1,511,7,Potential
CUST8796,2,3,590.0,5,2,1,521,8,Potential
CUST8797,12,2,89.63,5,1,1,511,7,Potential
CUST8800,48,4,775.6,5,2,1,521,8,Potential
CUST8801,3,3,931.4099999999999,5,2,1,521,8,Potential
CUST8803,199,4,1158.88,4,2,1,421,7,Potential
CUST8804,5,1,3732.0,5,1,2,512,8,Potential
CUST8805,36,2,310.18,5,1,1,511,7,Potential
CUST8806,8,4,1675.31,5,2,1,521,8,Potential
CUST8807,334,2,607.01,3,1,1,311,5,At Risk
CUST8808,124,3,3339.3499999999995,5,2,2,522,9,Potential
CUST8809,34,3,2053.07,5,2,1,521,8,Potential
CUST8810,196,1,45.35,4,1,1,411,6,At Risk
CUST8811,319,2,127.38,3,1,1,311,5,At Risk
CUST8812,16,2,288.97,5,1,1,511,7,Potential
CUST8813,43,5,2319.01,5,3,2,532,10,Loyal
CUST8815,31,5,2967.92,5,3,2,532,10,Loyal
CUST8817,198,2,5441.13,4,1,3,413,8,Potential
CUST8818,297,2,1645.3999999999999,3,1,1,311,5,At Risk
CUST8821,403,1,54.269999999999996,3,1,1,311,5,At Risk
CUST8822,89,4,68.9,5,2,1,521,8,Potential
CUST8823,28,2,272.42,5,1,1,511,7,Potential
CUST8824,263,1,184.24,4,1,1,411,6,At Risk
CUST8825,253,3,3573.3900000000003,4,2,2,422,8,Potential
CUST8826,334,1,363.7,3,1,1,311,5,At Risk
CUST8827,18,2,196.42000000000002,5,1,1,511,7,Potential
CUST8828,53,4,2657.92,5,2,2,522,9,Potential
CUST8829,41,2,637.21,5,1,1,511,7,Potential
CUST8830,100,2,2507.72,5,1,2,512,8,Potential
CUST8831,668,1,969.5400000000001,1,1,1,111,3,At Risk
CUST8832,377,2,1373.9699999999998,3,1,1,311,5,At Risk
CUST8833,262,1,296.54,4,1,1,411,6,At Risk
CUST8834,591,1,1015.31,1,1,1,111,3,At Risk
CUST8836,1,2,287.7,5,1,1,511,7,Potential
CUST8837,420,2,309.92,3,1,1,311,5,At Risk
CUST8838,209,1,125.08,4,1,1,411,6,At Risk
CUST8839,221,1,46.36,4,1,1,411,6,At Risk
CUST8840,287,1,25.38,4,1,1,411,6,At Risk
CUST8842,637,1,3330.9,1,1,2,112,4,At Risk
CUST8843,390,3,1279.3600000000001,3,2,1,321,6,At Risk
CUST8844,718,1,352.12,1,1,1,111,3,At Risk
CUST8845,616,1,2436.75,1,1,2,112,4,At Risk
CUST8847,255,1,708.1800000000001,4,1,1,411,6,At Risk
CUST8848,341,2,922.66,3,1,1,311,5,At Risk
CUST8849,66,4,1429.57,5,2,1,521,8,Potential
CUST8850,633,1,91.4,1,1,1,111,3,At Risk
CUST8851,324,1,972.62,3,1,1,311,5,At Risk
CUST8852,398,1,51.41,3,1,1,311,5,At Risk
CUST8853,56,2,2289.64,5,1,2,512,8,Potential
CUST8854,493,1,130.37,2,1,1,211,4,At Risk
CUST8855,19,1,28.14,5,1,1,511,7,Potential
CUST8856,190,3,1145.54,4,2,1,421,7,Potential
CUST8857,218,2,1658.63,4,1,1,411,6,At Risk
CUST8858,58,1,199.16,5,1,1,511,7,Potential
CUST8859,459,4,3028.4700000000003,2,2,2,222,6,At Risk
CUST8861,289,3,3130.39,4,2,2,422,8,Potential
CUST8862,172,4,1536.6200000000001,4,2,1,421,7,Potential
CUST8863,78,5,5963.96,5,3,3,533,11,Loyal
CUST8864,459,1,38.4,2,1,1,211,4,At Risk
CUST8865,263,5,1685.66,4,3,1,431,8,Potential
CUST8866,102,1,262.63,5,1,1,511,7,Potential
CUST8869,189,3,484.96000000000004,4,2,1,421,7,Potential
CUST8870,3,2,957.6800000000001,5,1,1,511,7,Potential
CUST8871,14,3,696.9399999999999,5,2,1,521,8,Potential
CUST8872,80,1,170.95,5,1,1,511,7,Potential
CUST8873,6,1,294.78000000000003,5,1,1,511,7,Potential
CUST8876,403,2,798.7800000000001,3,1,1,311,5,At Risk
CUST8877,99,3,2732.13,5,2,2,522,9,Potential
CUST8878,299,3,872.37,3,2,1,321,6,At Risk
CUST8879,400,1,2862.5600000000004,3,1,2,312,6,At Risk
CUST8880,292,2,594.05,4,1,1,411,6,At Risk
CUST8881,166,2,6018.610000000001,4,1,3,413,8,Potential
CUST8882,7,1,440.4,5,1,1,511,7,Potential
CUST8884,32,2,1973.38,5,1,1,511,7,Potential
CUST8886,622,1,108.75,1,1,1,111,3,At Risk
CUST8887,213,2,610.6700000000001,4,1,1,411,6,At Risk
CUST8889,219,2,1255.94,4,1,1,411,6,At Risk
CUST8890,3,2,1611.0800000000002,5,1,1,511,7,Potential
CUST8891,201,1,44.44,4,1,1,411,6,At Risk
CUST8892,170,3,1251.43,4,2,1,421,7,Potential
CUST8894,385,3,2255.51,3,2,1,321,6,At Risk
CUST8895,188,2,1107.34,4,1,1,411,6,At Risk
CUST8896,319,1,91.27000000000001,3,1,1,311,5,At Risk
CUST8897,264,2,1322.37,4,1,1,411,6,At Risk
CUST8898,205,1,282.96,4,1,1,411,6,At Risk
CUST8899,69,3,547.72,5,2,1,521,8,Potential
CUST8900,364,4,1610.36,3,2,1,321,6,At Risk
CUST8901,321,1,65.92,3,1,1,311,5,At Risk
CUST8902,49,3,510.09000000000003,5,2,1,521,8,Potential
CUST8904,15,3,3028.71,5,2,2,522,9,Potential
CUST8905,410,2,583.28,3,1,1,311,5,At Risk
CUST8906,8,6,4963.92,5,4,3,543,12,Loyal
CUST8907,391,1,374.53999999999996,3,1,1,311,5,At Risk
CUST8908,64,1,258.04,5,1,1,511,7,Potential
CUST8909,230,2,826.86,4,1,1,411,6,At Risk
CUST8910,3,2,1130.77,5,1,1,511,7,Potential
CUST8911,103,5,6667.47,5,3,3,533,11,Loyal
CUST8912,116,7,11298.12,5,4,5,545,14,Champions
CUST8915,115,5,2617.42,5,3,2,532,10,Loyal
CUST8916,286,2,174.65,4,1,1,411,6,At Risk
CUST8917,170,4,2124.56,4,2,1,421,7,Potential
CUST8918,51,2,275.21,5,1,1,511,7,Potential
CUST8919,34,1,350.22,5,1,1,511,7,Potential
CUST8920,162,2,731.3199999999999,4,1,1,411,6,At Risk
CUST8921,107,4,2262.27,5,2,2,522,9,Potential
CUST8922,245,1,117.05,4,1,1,411,6,At Risk
CUST8923,665,1,5707.0,1,1,3,113,5,At Risk
CUST8925,19,2,475.93999999999994,5,1,1,511,7,Potential
CUST8926,696,1,13.61,1,1,1,111,3,At Risk
CUST8928,41,1,1058.82,5,1,1,511,7,Potential
CUST8929,68,4,3672.0299999999997,5,2,2,522,9,Potential
CUST8930,395,1,1477.04,3,1,1,311,5,At Risk
CUST8932,90,1,208.04,5,1,1,511,7,Potential
CUST8933,531,2,1572.62,2,1,1,211,4,At Risk
CUST8934,73,3,275.56,5,2,1,521,8,Potential
CUST8935,308,2,5397.79,3,1,3,313,7,Potential
CUST8936,38,3,1261.6599999999999,5,2,1,521,8,Potential
CUST8938,10,2,3121.35,5,1,2,512,8,Potential
CUST8940,148,1,900.31,4,1,1,411,6,At Risk
CUST8941,408,1,170.48000000000002,3,1,1,311,5,At Risk
CUST8942,155,2,3799.02,4,1,2,412,7,Potential
CUST8943,275,3,1092.32,4,2,1,421,7,Potential
CUST8944,323,1,9.2,3,1,1,311,5,At Risk
CUST8945,513,1,207.68,2,1,1,211,4,At Risk
CUST8946,3,3,1862.35,5,2,1,521,8,Potential
CUST8948,348,1,36.379999999999995,3,1,1,311,5,At Risk
CUST8949,587,1,163.13,1,1,1,111,3,At Risk
CUST8951,19,3,3049.0299999999997,5,2,2,522,9,Potential
CUST8952,665,2,826.71,1,1,1,111,3,At Risk
CUST8954,151,3,1557.76,4,2,1,421,7,Potential
CUST8955,330,3,604.12,3,2,1,321,6,At Risk
CUST8956,504,1,18.12,2,1,1,211,4,At Risk
CUST8957,207,3,1561.8399999999997,4,2,1,421,7,Potential
CUST8958,79,2,724.74,5,1,1,511,7,Potential
CUST8959,196,1,2637.27,4,1,2,412,7,Potential
CUST8961,204,4,766.12,4,2,1,421,7,Potential
CUST8962,367,5,4538.5199999999995,3,3,3,333,9,Potential
CUST8963,74,1,8.67,5,1,1,511,7,Potential
CUST8964,39,3,719.76,5,2,1,521,8,Potential
CUST8965,56,2,582.78,5,1,1,511,7,Potential
CUST8966,413,3,5931.5199999999995,3,2,3,323,8,Potential
CUST8967,27,1,30.06,5,1,1,511,7,Potential
CUST8968,332,4,1471.03,3,2,1,321,6,At Risk
CUST8969,307,1,32.73,3,1,1,311,5,At Risk
CUST8970,56,4,2178.32,5,2,1,521,8,Potential
CUST8971,314,3,5259.4,3,2,3,323,8,Potential
CUST8972,427,1,1296.42,3,1,1,311,5,At Risk
CUST8973,315,2,679.14,3,1,1,311,5,At Risk
CUST8974,12,6,4254.83,5,4,2,542,11,Loyal
CUST8975,53,2,718.3699999999999,5,1,1,511,7,Potential
CUST8976,26,1,452.22999999999996,5,1,1,511,7,Potential
CUST8977,19,8,8335.550000000001,5,5,4,554,14,Champions
CUST8978,64,2,1915.3999999999999,5,1,1,511,7,Potential
CUST8979,244,3,1944.93,4,2,1,421,7,Potential
CUST8980,5,2,2881.22,5,1,2,512,8,Potential
CUST8981,298,3,1210.6100000000001,3,2,1,321,6,At Risk
CUST8982,162,5,5780.25,4,3,3,433,10,Loyal
CUST8983,521,1,862.01,2,1,1,211,4,At Risk
CUST8984,295,2,3016.05,3,1,2,312,6,At Risk
CUST8985,560,1,40.16,2,1,1,211,4,At Risk
CUST8986,297,4,686.28,3,2,1,321,6,At Risk
CUST8987,363,1,433.39,3,1,1,311,5,At Risk
CUST8988,262,3,364.40999999999997,4,2,1,421,7,Potential
CUST8989,714,1,654.4399999999999,1,1,1,111,3,At Risk
CUST8990,122,2,3814.45,5,1,2,512,8,Potential
CUST8991,465,1,1243.1299999999999,2,1,1,211,4,At Risk
CUST8992,295,1,118.73,3,1,1,311,5,At Risk
CUST8993,370,4,2853.34,3,2,2,322,7,Potential
CUST8995,557,1,928.8399999999999,2,1,1,211,4,At Risk
CUST8996,29,6,4346.25,5,4,2,542,11,Loyal
CUST8998,196,2,1151.79,4,1,1,411,6,At Risk
CUST8999,728,1,1383.32,1,1,1,111,3,At Risk
CUST9000,716,1,410.96000000000004,1,1,1,111,3,At Risk
CUST9001,625,1,174.76,1,1,1,111,3,At Risk
CUST9002,54,4,1993.44,5,2,1,521,8,Potential
CUST9003,53,3,1015.8499999999999,5,2,1,521,8,Potential
CUST9004,109,3,552.12,5,2,1,521,8,Potential
CUST9005,368,1,2548.33,3,1,2,312,6,At Risk
CUST9006,377,1,21.56,3,1,1,311,5,At Risk
CUST9007,11,2,834.4300000000001,5,1,1,511,7,Potential
CUST9008,3,2,934.54,5,1,1,511,7,Potential
CUST9009,388,1,617.22,3,1,1,311,5,At Risk
CUST9010,55,3,2336.96,5,2,2,522,9,Potential
CUST9011,218,2,1682.4299999999998,4,1,1,411,6,At Risk
CUST9012,23,4,555.14,5,2,1,521,8,Potential
CUST9014,33,1,494.48,5,1,1,511,7,Potential
CUST9015,433,3,1423.62,3,2,1,321,6,At Risk
CUST9016,388,1,1583.99,3,1,1,311,5,At Risk
CUST9017,4,1,56.8,5,1,1,511,7,Potential
CUST9018,411,3,7061.630000000001,3,2,4,324,9,Potential
CUST9019,91,1,53.879999999999995,5,1,1,511,7,Potential
CUST9020,273,1,629.47,4,1,1,411,6,At Risk
CUST9021,663,1,112.34,1,1,1,111,3,At Risk
CUST9024,206,2,1625.75,4,1,1,411,6,At Risk
CUST9025,190,2,293.9,4,1,1,411,6,At Risk
CUST9027,150,2,329.2,4,1,1,411,6,At Risk
CUST9028,54,3,894.3100000000001,5,2,1,521,8,Potential
CUST9029,382,1,396.13,3,1,1,311,5,At Risk
CUST9031,115,1,1040.6,5,1,1,511,7,Potential
CUST9032,39,2,1074.27,5,1,1,511,7,Potential
CUST9033,728,1,52.980000000000004,1,1,1,111,3,At Risk
CUST9034,51,1,115.81,5,1,1,511,7,Potential
CUST9035,605,1,342.49,1,1,1,111,3,At Risk
CUST9036,541,1,42.34,2,1,1,211,4,At Risk
CUST9037,363,3,1639.5900000000001,3,2,1,321,6,At Risk
CUST9038,347,3,4614.98,3,2,3,323,8,Potential
CUST9039,38,2,4208.27,5,1,2,512,8,Potential
CUST9040,461,4,5893.45,2,2,3,223,7,Potential
CUST9042,235,1,1435.16,4,1,1,411,6,At Risk
CUST9043,36,2,1719.84,5,1,1,511,7,Potential
CUST9044,11,3,973.39,5,2,1,521,8,Potential
CUST9045,663,1,185.68,1,1,1,111,3,At Risk
CUST9046,465,1,2203.9799999999996,2,1,1,211,4,At Risk
CUST9047,68,5,3076.27,5,3,2,532,10,Loyal
CUST9049,50,3,3128.36,5,2,2,522,9,Potential
CUST9050,10,5,3359.0699999999997,5,3,2,532,10,Loyal
CUST9051,12,3,1799.42,5,2,1,521,8,Potential
CUST9052,49,4,2423.66,5,2,2,522,9,Potential
CUST9053,208,1,141.86,4,1,1,411,6,At Risk
CUST9054,400,2,559.12,3,1,1,311,5,At Risk
CUST9055,65,4,5603.01,5,2,3,523,10,Loyal
CUST9056,702,1,31.13,1,1,1,111,3,At Risk
CUST9057,274,1,516.18,4,1,1,411,6,At Risk
CUST9058,281,3,1057.15,4,2,1,421,7,Potential
CUST9059,17,2,483.29,5,1,1,511,7,Potential
CUST9060,360,1,54.45,3,1,1,311,5,At Risk
CUST9061,363,1,1962.2600000000002,3,1,1,311,5,At Risk
CUST9062,351,2,722.19,3,1,1,311,5,At Risk
CUST9063,52,4,1531.15,5,2,1,521,8,Potential
CUST9064,221,1,46.78,4,1,1,411,6,At Risk
CUST9065,218,2,271.92,4,1,1,411,6,At Risk
CUST9066,81,2,2380.37,5,1,2,512,8,Potential
CUST9068,678,1,45.94,1,1,1,111,3,At Risk
CUST9070,242,2,1140.5,4,1,1,411,6,At Risk
CUST9072,111,2,654.65,5,1,1,511,7,Potential
CUST9073,319,4,3581.91,3,2,2,322,7,Potential
CUST9074,327,1,4758.050000000001,3,1,3,313,7,Potential
CUST9075,722,1,1476.8300000000002,1,1,1,111,3,At Risk
CUST9077,3,2,289.53,5,1,1,511,7,Potential
CUST9078,80,4,962.96,5,2,1,521,8,Potential
CUST9079,142,4,770.03,5,2,1,521,8,Potential
CUST9080,463,1,679.24,2,1,1,211,4,At Risk
CUST9081,615,2,1943.8,1,1,1,111,3,At Risk
CUST9082,15,3,1556.17,5,2,1,521,8,Potential
CUST9083,457,3,2696.23,2,2,2,222,6,At Risk
CUST9084,126,3,1438.18,5,2,1,521,8,Potential
CUST9085,197,1,753.11,4,1,1,411,6,At Risk
CUST9086,157,2,63.33,4,1,1,411,6,At Risk
CUST9087,108,2,784.2800000000001,5,1,1,511,7,Potential
CUST9089,23,1,645.4499999999999,5,1,1,511,7,Potential
CUST9090,580,1,595.14,2,1,1,211,4,At Risk
CUST9091,10,4,5340.98,5,2,3,523,10,Loyal
CUST9093,369,1,107.58,3,1,1,311,5,At Risk
CUST9094,41,2,466.45,5,1,1,511,7,Potential
CUST9096,224,2,902.73,4,1,1,411,6,At Risk
CUST9098,91,1,991.37,5,1,1,511,7,Potential
CUST9099,30,3,412.0,5,2,1,521,8,Potential
CUST9100,209,4,3996.9700000000003,4,2,2,422,8,Potential
CUST9102,57,2,670.0,5,1,1,511,7,Potential
CUST9103,36,2,786.15,5,1,1,511,7,Potential
CUST9104,201,3,3009.79,4,2,2,422,8,Potential
CUST9106,222,3,137.56,4,2,1,421,7,Potential
CUST9107,227,1,915.2,4,1,1,411,6,At Risk
CUST9108,10,3,2000.21,5,2,1,521,8,Potential
CUST9109,114,3,1354.13,5,2,1,521,8,Potential
CUST9110,388,1,1939.8500000000001,3,1,1,311,5,At Risk
CUST9111,336,3,1239.32,3,2,1,321,6,At Risk
CUST9112,113,1,1281.79,5,1,1,511,7,Potential
CUST9113,193,4,729.53,4,2,1,421,7,Potential
CUST9114,298,1,65.87,3,1,1,311,5,At Risk
CUST9115,199,2,1601.6200000000001,4,1,1,411,6,At Risk
CUST9116,271,1,253.15,4,1,1,411,6,At Risk
CUST9118,368,1,163.54999999999998,3,1,1,311,5,At Risk
CUST9120,387,4,4649.54,3,2,3,323,8,Potential
CUST9121,235,3,1302.18,4,2,1,421,7,Potential
CUST9122,148,1,71.45,4,1,1,411,6,At Risk
CUST9123,187,1,370.96,4,1,1,411,6,At Risk
CUST9126,277,2,554.78,4,1,1,411,6,At Risk
CUST9127,71,2,906.65,5,1,1,511,7,Potential
CUST9128,269,6,4656.75,4,4,3,443,11,Loyal
CUST9129,620,2,556.4,1,1,1,111,3,At Risk
CUST9131,34,1,118.07,5,1,1,511,7,Potential
CUST9132,576,2,1491.33,2,1,1,211,4,At Risk
CUST9134,48,4,4300.03,5,2,2,522,9,Potential
CUST9135,55,2,728.79,5,1,1,511,7,Potential
CUST9136,110,3,2849.9,5,2,2,522,9,Potential
CUST9138,200,2,2592.5,4,1,2,412,7,Potential
CUST9139,452,2,1522.54,2,1,1,211,4,At Risk
CUST9140,169,3,1082.49,4,2,1,421,7,Potential
CUST9141,354,2,181.37,3,1,1,311,5,At Risk
CUST9142,286,4,2283.33,4,2,2,422,8,Potential
CUST9143,374,1,303.01,3,1,1,311,5,At Risk
CUST9144,325,3,2091.13,3,2,1,321,6,At Risk
CUST9145,353,2,3602.7000000000003,3,1,2,312,6,At Risk
CUST9146,138,2,489.76,5,1,1,511,7,Potential
CUST9147,480,4,4979.95,2,2,3,223,7,Potential
CUST9148,354,2,289.45,3,1,1,311,5,At Risk
CUST9149,281,3,891.97,4,2,1,421,7,Potential
CUST9150,302,2,1463.48,3,1,1,311,5,At Risk
CUST9152,71,3,334.54,5,2,1,521,8,Potential
CUST9153,169,2,431.84,4,1,1,411,6,At Risk
CUST9154,1,4,595.86,5,2,1,521,8,Potential
CUST9155,352,5,4860.44,3,3,3,333,9,Potential
CUST9156,170,2,1104.5,4,1,1,411,6,At Risk
CUST9157,24,2,1063.8999999999999,5,1,1,511,7,Potential
CUST9158,275,1,4.81,4,1,1,411,6,At Risk
CUST9159,399,3,213.07999999999998,3,2,1,321,6,At Risk
CUST9160,4,1,8.47,5,1,1,511,7,Potential
CUST9161,289,5,1396.81,4,3,1,431,8,Potential
CUST9162,20,5,1375.91,5,3,1,531,9,Potential
CUST9163,40,2,123.17,5,1,1,511,7,Potential
CUST9164,498,2,998.51,2,1,1,211,4,At Risk
CUST9166,37,4,4362.650000000001,5,2,2,522,9,Potential
CUST9167,512,1,80.02,2,1,1,211,4,At Risk
CUST9168,424,1,186.85,3,1,1,311,5,At Risk
CUST9169,635,1,980.41,1,1,1,111,3,At Risk
CUST9170,420,1,28.5,3,1,1,311,5,At Risk
CUST9171,59,3,1239.5900000000001,5,2,1,521,8,Potential
CUST9172,356,3,1374.3,3,2,1,321,6,At Risk
CUST9174,622,1,818.71,1,1,1,111,3,At Risk
CUST9175,71,6,1483.62,5,4,1,541,10,Loyal
CUST9177,403,2,995.25,3,1,1,311,5,At Risk
CUST9178,109,4,2131.5699999999997,5,2,1,521,8,Potential
CUST9180,77,2,858.61,5,1,1,511,7,Potential
CUST9181,2,2,301.2,5,1,1,511,7,Potential
CUST9183,55,4,2278.94,5,2,2,522,9,Potential
CUST9184,262,3,3958.7400000000002,4,2,2,422,8,Potential
CUST9185,256,4,1127.13,4,2,1,421,7,Potential
CUST9186,76,4,3051.63,5,2,2,522,9,Potential
CUST9187,227,1,89.95,4,1,1,411,6,At Risk
CUST9188,414,1,635.88,3,1,1,311,5,At Risk
CUST9189,211,2,874.9300000000001,4,1,1,411,6,At Risk
CUST9190,182,3,2087.1,4,2,1,421,7,Potential
CUST9191,397,2,896.44,3,1,1,311,5,At Risk
CUST9192,304,2,160.2,3,1,1,311,5,At Risk
CUST9193,259,1,159.12,4,1,1,411,6,At Risk
CUST9194,76,4,1637.52,5,2,1,521,8,Potential
CUST9195,21,2,567.87,5,1,1,511,7,Potential
CUST9196,342,3,369.54,3,2,1,321,6,At Risk
CUST9197,430,2,219.65,3,1,1,311,5,At Risk
CUST9199,282,1,425.44,4,1,1,411,6,At Risk
CUST9200,491,1,645.8,2,1,1,211,4,At Risk
CUST9201,227,3,2490.84,4,2,2,422,8,Potential
CUST9202,28,2,1297.8,5,1,1,511,7,Potential
CUST9203,268,2,3839.39,4,1,2,412,7,Potential
CUST9204,582,2,30.65,2,1,1,211,4,At Risk
CUST9205,312,2,480.84,3,1,1,311,5,At Risk
CUST9206,306,2,920.17,3,1,1,311,5,At Risk
CUST9207,429,3,340.42,3,2,1,321,6,At Risk
CUST9208,361,6,1295.68,3,4,1,341,8,Potential
CUST9209,12,5,4214.74,5,3,2,532,10,Loyal
CUST9211,18,3,2052.02,5,2,1,521,8,Potential
CUST9213,81,2,1097.1799999999998,5,1,1,511,7,Potential
CUST9216,558,1,128.42,2,1,1,211,4,At Risk
CUST9217,159,2,1602.31,4,1,1,411,6,At Risk
CUST9218,305,2,291.55,3,1,1,311,5,At Risk
CUST9219,701,2,1078.33,1,1,1,111,3,At Risk
CUST9220,198,2,1538.66,4,1,1,411,6,At Risk
CUST9221,388,2,1247.3000000000002,3,1,1,311,5,At Risk
CUST9222,87,2,668.28,5,1,1,511,7,Potential
CUST9224,387,1,221.91,3,1,1,311,5,At Risk
CUST9226,78,3,4787.97,5,2,3,523,10,Loyal
CUST9227,385,2,379.36,3,1,1,311,5,At Risk
CUST9229,46,1,1083.4099999999999,5,1,1,511,7,Potential
CUST9230,270,2,4042.5,4,1,2,412,7,Potential
CUST9231,118,3,2277.0,5,2,2,522,9,Potential
CUST9232,375,2,1029.77,3,1,1,311,5,At Risk
CUST9233,463,1,5.39,2,1,1,211,4,At Risk
CUST9234,192,1,21.21,4,1,1,411,6,At Risk
CUST9235,359,1,77.66,3,1,1,311,5,At Risk
CUST9236,297,2,945.72,3,1,1,311,5,At Risk
CUST9237,51,1,1007.87,5,1,1,511,7,Potential
CUST9238,656,1,2432.1400000000003,1,1,2,112,4,At Risk
CUST9239,242,2,442.66,4,1,1,411,6,At Risk
CUST9240,684,1,1083.38,1,1,1,111,3,At Risk
CUST9243,509,1,295.3,2,1,1,211,4,At Risk
CUST9244,264,2,887.3,4,1,1,411,6,At Risk
CUST9245,70,2,994.11,5,1,1,511,7,Potential
CUST9246,423,1,426.42,3,1,1,311,5,At Risk
CUST9247,89,2,76.58,5,1,1,511,7,Potential
CUST9249,228,4,2212.05,4,2,1,421,7,Potential
CUST9250,90,5,1354.8700000000001,5,3,1,531,9,Potential
CUST9251,163,1,475.51,4,1,1,411,6,At Risk
CUST9252,573,2,571.8,2,1,1,211,4,At Risk
CUST9253,290,1,1057.47,4,1,1,411,6,At Risk
CUST9254,179,6,2502.48,4,4,2,442,10,Loyal
CUST9255,158,1,601.0300000000001,4,1,1,411,6,At Risk
CUST9256,206,1,4.82,4,1,1,411,6,At Risk
CUST9258,90,4,2390.65,5,2,2,522,9,Potential
CUST9259,248,1,2437.34,4,1,2,412,7,Potential
CUST9260,35,3,1129.68,5,2,1,521,8,Potential
CUST9262,177,4,2514.41,4,2,2,422,8,Potential
CUST9263,283,2,3837.67,4,1,2,412,7,Potential
CUST9265,554,1,194.89999999999998,2,1,1,211,4,At Risk
CUST9266,175,3,1788.41,4,2,1,421,7,Potential
CUST9267,1,2,715.18,5,1,1,511,7,Potential
CUST9268,119,5,3646.1800000000003,5,3,2,532,10,Loyal
CUST9269,662,1,788.16,1,1,1,111,3,At Risk
CUST9271,249,2,261.74,4,1,1,411,6,At Risk
CUST9273,506,1,60.72,2,1,1,211,4,At Risk
CUST9274,323,2,3131.76,3,1,2,312,6,At Risk
CUST9275,87,2,1525.6599999999999,5,1,1,511,7,Potential
CUST9277,179,1,167.84,4,1,1,411,6,At Risk
CUST9278,434,1,1551.1799999999998,3,1,1,311,5,At Risk
CUST9279,424,2,44.17,3,1,1,311,5,At Risk
CUST9280,311,1,2807.88,3,1,2,312,6,At Risk
CUST9281,53,2,3030.32,5,1,2,512,8,Potential
CUST9284,385,1,161.17,3,1,1,311,5,At Risk
CUST9285,237,1,5.97,4,1,1,411,6,At Risk
CUST9286,414,2,2983.51,3,1,2,312,6,At Risk
CUST9287,230,2,1849.77,4,1,1,411,6,At Risk
CUST9289,242,4,980.31,4,2,1,421,7,Potential
CUST9290,609,1,546.74,1,1,1,111,3,At Risk
CUST9291,565,1,214.3,2,1,1,211,4,At Risk
CUST9292,9,2,202.5,5,1,1,511,7,Potential
CUST9293,52,3,1563.0,5,2,1,521,8,Potential
